status,title_score,author_score,cover_file,cover_title,cover_author,pdf_file,pdf_title,pdf_author,pdf_rel_path,cover_rel_path,cover_abs,pdf_abs,cover_confidence,alt2_pdf,alt2_title_score,alt3_pdf,alt3_title_score
no_match,0.0,,_La teoría de la Explotación - Bawerk.jpg,La teoría de la explotación,Eugen von Böhm-Bawerk; Joaquín Reig Albiol,,,,, Unión Editorial\Biblioteca Austriaca\_La teoría de la Explotación - Bawerk.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\_La teoría de la Explotación - Bawerk.jpg,,0.9,,,,
no_match,0.0,,"_Valor, capital e interés - Bawerk.jpg","Valor, capital, interés",Eugen von Böhm-Bawerk; José Antonio de Aguirre,,,,," Unión Editorial\Biblioteca Austriaca\_Valor, capital e interés - Bawerk.jpg","D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\_Valor, capital e interés - Bawerk.jpg",,0.9,,,,
no_match,0.0,,Antropología filosófica cristiana y economía de mercado.jpg,Antropología filosófica cristiana y economía de mercado,Gabriel J. Zanotti,,,,, Unión Editorial\Biblioteca Austriaca\Antropología filosófica cristiana y economía de mercado.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Antropología filosófica cristiana y economía de mercado.jpg,,0.9,,,,
no_match,0.0,,Conocimiento Vs. Información - Gabriel Zanotti.jpg,Conocimiento versus Información,Gabriel J. Zanotti,,,,, Unión Editorial\Biblioteca Austriaca\Conocimiento Vs. Información - Gabriel Zanotti.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Conocimiento Vs. Información - Gabriel Zanotti.jpg,,0.9,,,,
no_match,81.7,28.6,El fin de la economía - Sergio Ricossa.jpg,El fin de la economía,Sergio Riccosa,Leeson - El Gran Circo de la Economía.pdf,El gran circo de la economía,Peter T. Leeson,    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\ Peter T. Leeson\Leeson - El Gran Circo de la Economía.pdf, Unión Editorial\Biblioteca Austriaca\El fin de la economía - Sergio Ricossa.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\El fin de la economía - Sergio Ricossa.jpg,D:\Documentos\Acracia\Biblioteca Acracia\    🤓 AUTORES\   CATEGORÍAS\  🌗 Ancaps-Voluntaristas\ Peter T. Leeson\Leeson - El Gran Circo de la Economía.pdf,0.9,,,,
no_match,0.0,,El orden sin plan - Lorenzo Infantino.jpg,El orden sin plan,Lorenzo Infantino,,,,, Unión Editorial\Biblioteca Austriaca\El orden sin plan - Lorenzo Infantino.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\El orden sin plan - Lorenzo Infantino.jpg,,0.9,,,,
no_match,0.0,,Ignorancia y Libertad - Lorenzo Infantino.jpg,Ignorancia y libertad,Lorenzo Infantino,,,,, Unión Editorial\Biblioteca Austriaca\Ignorancia y Libertad - Lorenzo Infantino.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Ignorancia y Libertad - Lorenzo Infantino.jpg,,1.0,,,,
no_match,0.0,,Karl Popper_ Revisión de su legdo.jpg,Karl R. Popper: Revisión de su legado,Wenceslao J. González,,,,, Unión Editorial\Biblioteca Austriaca\Karl Popper_ Revisión de su legdo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Karl Popper_ Revisión de su legdo.jpg,,0.9,,,,
no_match,81.7,,la escuela austriaca desde adentro ..jpg,La Escuela Austriaca desde adentro,Adrián O. Ravier,Escuela Austriaca.pdf,Escuela austriaca,,   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf, Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro ..jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro ..jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf,0.9, Huerta - La Escuela Austríaca Mercado y creatividad empresarial.pdf,85.7,,
no_match,81.7,,la escuela austriaca desde adentro.jpg,La Escuela Austriaca desde adentro,Adrián O. Ravier,Escuela Austriaca.pdf,Escuela austriaca,,   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf, Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\   💱 ECONOMÍA\ 📚 Escuelas\ Escuela Austriaca\Artículos\Escuela Austriaca.pdf,0.9, Huerta - La Escuela Austríaca Mercado y creatividad empresarial.pdf,85.7,,
no_match,0.0,,La globalización como orden espontáneo - Adrián Ravier.jpg,La globalización como orden espontáneo,Adrián O. Ravier,,,,, Unión Editorial\Biblioteca Austriaca\La globalización como orden espontáneo - Adrián Ravier.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\La globalización como orden espontáneo - Adrián Ravier.jpg,,0.9,,,,
no_match,0.0,,La Viena de Popper - Dario Antiseri.jpg,La Viena de Popper,Dario Antiseri,,,,, Unión Editorial\Biblioteca Austriaca\La Viena de Popper - Dario Antiseri.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\La Viena de Popper - Dario Antiseri.jpg,,0.9,,,,
no_match,86.0,,ATLAS-DEL-LIBERALISMO.jpg,ATLAS DEL LIBERALISMO,Raimondo Cubeddu,El_liberalismo_radical_de_Jose_Victorino.pdf,El liberalismo,,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Noviembre\El_liberalismo_radical_de_Jose_Victorino.pdf, Unión Editorial\Biblioteca de la Libertad\ATLAS-DEL-LIBERALISMO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\ATLAS-DEL-LIBERALISMO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Noviembre\El_liberalismo_radical_de_Jose_Victorino.pdf,0.9,Quispe - Liberalismo.pdf,82.8,,
no_match,0.0,,Cinco pensadores liberales - Julio H. Cole.jpg,CINCO PENSADORES LIBERALES,Julio H. Cole,,,,, Unión Editorial\Biblioteca de la Libertad\Cinco pensadores liberales - Julio H. Cole.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Cinco pensadores liberales - Julio H. Cole.jpg,,0.9,,,,
no_match,0.0,,Debates-economicos-en-tiempos-de-crisis.jpg,Debates económicos en tiempos de crisis,Ángel Soto; Paulo Roberto de Almeida; Carolina Cerrano; Sebastián Edwards; Fabián Herrera; Carlos Newland; José A. Sánchez Román,,,,, Unión Editorial\Biblioteca de la Libertad\Debates-economicos-en-tiempos-de-crisis.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Debates-economicos-en-tiempos-de-crisis.jpg,,0.9,,,,
no_match,97.8,19.5,DESARROLLO-Y-CALIDAD-DE-VIDA.jpg,DESARROLLO,CARLOS SABINO; Manuel F. Ayau Córdoba,Conceptos avanzados en desarrollo de software libre (Varios).pdf,en desarrollo,Varios,   👀 TEMAS\➕ TEMAS VARIOS\ 🤖 Tecnología\Software Libre\Conceptos avanzados en desarrollo de software libre (Varios).pdf, Unión Editorial\Biblioteca de la Libertad\DESARROLLO-Y-CALIDAD-DE-VIDA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\DESARROLLO-Y-CALIDAD-DE-VIDA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\➕ TEMAS VARIOS\ 🤖 Tecnología\Software Libre\Conceptos avanzados en desarrollo de software libre (Varios).pdf,0.9,,,,
no_match,85.5,,El liberalismo económico en 10 en principios.jpg,EL LIBERALISMO ECONÓMICO,Iván Carrino; Gloria Álvarez,El_liberalismo_radical_de_Jose_Victorino.pdf,El liberalismo,,      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Noviembre\El_liberalismo_radical_de_Jose_Victorino.pdf, Unión Editorial\Biblioteca de la Libertad\El liberalismo económico en 10 en principios.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\El liberalismo económico en 10 en principios.jpg,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\ Julio-Diciembre\ Noviembre\El_liberalismo_radical_de_Jose_Victorino.pdf,0.9,Tullock - Imperialismo Económico.pdf,84.2,,
no_match,0.0,,EL-GENIO-DE-OCCIDENTE.jpg,EL GENIO DE OCCIDENTE,LOUIS ROUGIER; Presentación de F.A. Hayek,,,,, Unión Editorial\Biblioteca de la Libertad\EL-GENIO-DE-OCCIDENTE.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\EL-GENIO-DE-OCCIDENTE.jpg,,0.9,,,,
no_match,0.0,,EN DESEQUILIBRIO.jpeg,EN DESEQUILIBRIO,IVO A. SARJANOVIC,,,,, Unión Editorial\Biblioteca de la Libertad\EN DESEQUILIBRIO.jpeg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\EN DESEQUILIBRIO.jpeg,,1.0,,,,
no_match,0.0,,LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg,LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO,MARÍA CLARA D. PÉREZ VILA,,,,, Unión Editorial\Biblioteca de la Libertad\LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg,,0.9,,,,
no_match,0.0,,La Inteligencia del Dinero.jpg,LA INTELIGENCIA DEL DINERO,ALBERTO MINGARDI,,,,, Unión Editorial\Biblioteca de la Libertad\La Inteligencia del Dinero.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La Inteligencia del Dinero.jpg,,0.9,,,,
no_match,0.0,,La Libre Empresa - Francisco Pérez de Anton.jpg,LA LIBRE EMPRESA,FRANCISCO PÉREZ DE ANTÓN,,,,, Unión Editorial\Biblioteca de la Libertad\La Libre Empresa - Francisco Pérez de Anton.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La Libre Empresa - Francisco Pérez de Anton.jpg,,0.9,,,,
no_match,82.4,27.3,La metodología del análisis económico.jpg,LA METODOLOGÍA DEL ANÁLISIS ECONÓMICO,Julio H. Cole,Schumpeter - Historia del Análisis Económico_.pdf,Historia del Análisis Económico,Schumpeter,      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\   Marzo\Schumpeter - Historia del Análisis Económico_.pdf, Unión Editorial\Biblioteca de la Libertad\La metodología del análisis económico.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La metodología del análisis económico.jpg,D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\ 🗓️ NUEVO 2025\  📅 MESES 2025\   Marzo\Schumpeter - Historia del Análisis Económico_.pdf,0.9,,,,
no_match,0.0,,Sentido Liberal - Héctor Ñaupari.jpg,SENTIDO LIBERAL,HÉCTOR NAUPARI,,,,, Unión Editorial\Biblioteca de la Libertad\Sentido Liberal - Héctor Ñaupari.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Sentido Liberal - Héctor Ñaupari.jpg,,0.9,,,,
no_match,0.0,,_ensayos-de-teoria-economica-volumen-i.jpg,Ensayos de teoría económica,Eugen von Böhm-Bawerk,,,,, Unión Editorial\Clásicos de la Libertad\_ensayos-de-teoria-economica-volumen-i.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Clásicos de la Libertad\_ensayos-de-teoria-economica-volumen-i.jpg,,0.9,,,,
no_match,0.0,,Guia-de-la-Libertad-para-principiantes.jpg,GUÍA DE LA LIBERTAD PARA PRINCIPIANTES,RICHARD WELLINGS (Ed.),,,,, Unión Editorial\Colección Avance\Guia-de-la-Libertad-para-principiantes.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección Avance\Guia-de-la-Libertad-para-principiantes.jpg,,0.9,,,,
no_match,0.0,,71RQGIcbh-L._SY466_.jpg,LA DEMOCRACIA INDIVIDUALISTA,YVES GUYOT,,,,, Unión Editorial\Colección La Antorcha\71RQGIcbh-L._SY466_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\71RQGIcbh-L._SY466_.jpg,,0.9,,,,
no_match,0.0,,como-se-razona-en-filosofia.jpg,CÓMO SE RAZONA EN FILOSOFÍA,DARIO ANTISERI,,,,, Unión Editorial\Colección La Antorcha\como-se-razona-en-filosofia.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\como-se-razona-en-filosofia.jpg,,0.9,,,,
no_match,86.2,19.0,El-amanecer-de-la-libertad.jpg,EL AMANECER DE LA LIBERTAD,CARLOS SABINO,MacGyver - El Amanecer de la Libertad_ La Sociedad Post-Estatista.pdf,El Amanecer de la Libertad_ La Sociedad Post-Estatista,MacGyver,     ✍️ EDITORIAL Acraci\👥 Comunidad\MacGyver - El Amanecer de la Libertad_ La Sociedad Post-Estatista.pdf, Unión Editorial\Colección La Antorcha\El-amanecer-de-la-libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\El-amanecer-de-la-libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\     ✍️ EDITORIAL Acraci\👥 Comunidad\MacGyver - El Amanecer de la Libertad_ La Sociedad Post-Estatista.pdf,0.9,,,,
no_match,83.1,,EL-ESTADO-MODERNO-2.jpg,EL ESTADO MODERNO,Nicola Matteucci,El Estado en El Tercer Milenio.pdf,El Estado,,   👀 TEMAS\ 🏰 HISTORIA\Países\🇱🇮 Liechtenstein\El Estado en El Tercer Milenio.pdf, Unión Editorial\Colección La Antorcha\EL-ESTADO-MODERNO-2.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\EL-ESTADO-MODERNO-2.jpg,D:\Documentos\Acracia\Biblioteca Acracia\   👀 TEMAS\ 🏰 HISTORIA\Países\🇱🇮 Liechtenstein\El Estado en El Tercer Milenio.pdf,0.9,Jasay - El Estado La Logica del Poder Politico.pdf,83.1,,
no_match,0.0,,lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg,Lecciones de historia del pensamiento político,MICHAEL OAKESHOTT; Francisco Javier López Atanes,,,,, Unión Editorial\Colección La Antorcha\lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg,,0.9,,,,
no_match,0.0,,leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg,"Leo Strauss sobre Cristianismo, Liberalismo y Economía",Raimondo Cubeddu,,,,, Unión Editorial\Colección La Antorcha\leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg,,0.9,,,,
no_match,0.0,,Organizaciones.jpg,ORGANIZACIONES,ANTONIO COCOZZA,,,,, Unión Editorial\Colección La Antorcha\Organizaciones.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\Organizaciones.jpg,,0.9,,,,
review,85.8,100.0,TURGOT.jpg,"Turgot, el último ilustrado",Paloma de la Nuez,"Turgot, el ultimo ilustrado - Paloma de la Nuez.pdf","Turgot, el último ilustrado (La Antorcha) (Spanish Edition)",Paloma de la Nuez,"      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\Enero-Junio\Febrero\Turgot, el ultimo ilustrado - Paloma de la Nuez.pdf", Unión Editorial\Colección La Antorcha\TURGOT.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\TURGOT.jpg,"D:\Documentos\Acracia\Biblioteca Acracia\      😱 NUEVO 2026\🗓️ 2023-2024\ Nuevo 2023\Enero-Junio\Febrero\Turgot, el ultimo ilustrado - Paloma de la Nuez.pdf",0.9,,,,
no_match,0.0,,CREADORES-DE-RIQUEZA.jpg,Creadores de riqueza,Alejandro Gómez,,,,, Unión Editorial\CREADORES-DE-RIQUEZA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\CREADORES-DE-RIQUEZA.jpg,,0.9,,,,
no_match,0.0,,51S2+DcRxFL._SY466_.jpg,África es así,José-Ramón Ferrandis Muñoz,,,,, Unión Editorial\Cristianismo y Economía de Mercado\51S2+DcRxFL._SY466_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cristianismo y Economía de Mercado\51S2+DcRxFL._SY466_.jpg,,0.9,,,,
no_match,0.0,,CRIMEN DE ESTADO.jpg,CRIMEN DE ESTADO,JOSÉ-RAMÓN FERRANDIS MUÑOZ,,,,, Unión Editorial\Cristianismo y Economía de Mercado\CRIMEN DE ESTADO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cristianismo y Economía de Mercado\CRIMEN DE ESTADO.jpg,,0.9,,,,
no_match,0.0,,Globalización y generación de riqueza.png,GLOBALIZACIÓN Y GENERACIÓN DE RIQUEZA,JOSÉ-RAMÓN FERRANDIS MUÑOZ,,,,, Unión Editorial\Cristianismo y Economía de Mercado\Globalización y generación de riqueza.png,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cristianismo y Economía de Mercado\Globalización y generación de riqueza.png,,0.9,,,,
no_match,0.0,,Los Ricos ante la Opinión Pública - Rainer Zitelmann.jpg,LOS RICOS ANTE LA OPINIÓN PÚBLICA,Rainer Zitelmann,,,,, Unión Editorial\Cristianismo y Economía de Mercado\Los Ricos ante la Opinión Pública - Rainer Zitelmann.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cristianismo y Economía de Mercado\Los Ricos ante la Opinión Pública - Rainer Zitelmann.jpg,,0.9,,,,
no_match,0.0,,Un-liberal-cristiano.jpg,UN LIBERAL CRISTIANO,RAFAEL TERMES,,,,, Unión Editorial\Cristianismo y Economía de Mercado\Un-liberal-cristiano.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cristianismo y Economía de Mercado\Un-liberal-cristiano.jpg,,0.9,,,,
no_match,0.0,,EL MISTERIO DEL DINERO.jpeg,El misterio del dinero,José Antonio de Aguirre,,,,, Unión Editorial\Cuadernos Liberales\EL MISTERIO DEL DINERO.jpeg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\EL MISTERIO DEL DINERO.jpeg,,0.9,,,,
no_match,0.0,,EL PAPA FRANCISCO. LA SOCIEDAD ABIERTA Y LA DOCTRINA SOCIAL DE LA IGLESIA.jpg,"EL PAPA FRANCISCO, LA SOCIEDAD ABIERTA Y LA DOCTRINA SOCIAL DE LA IGLESIA",Lorenzo Infantino,,,,, Unión Editorial\Cuadernos Liberales\EL PAPA FRANCISCO. LA SOCIEDAD ABIERTA Y LA DOCTRINA SOCIAL DE LA IGLESIA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\EL PAPA FRANCISCO. LA SOCIEDAD ABIERTA Y LA DOCTRINA SOCIAL DE LA IGLESIA.jpg,,0.9,,,,
no_match,0.0,,Espana-y-la-decada-perdida.jpg,España,José Antonio de Aguirre,,,,, Unión Editorial\Cuadernos Liberales\Espana-y-la-decada-perdida.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\Espana-y-la-decada-perdida.jpg,,0.9,,,,
no_match,0.0,,LA UNIÓN EUROPEA EN LA ENCRUCIJADA.jpg,La Unión Europea en la encrucijada,Juergen B. Donges,,,,, Unión Editorial\Cuadernos Liberales\LA UNIÓN EUROPEA EN LA ENCRUCIJADA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\LA UNIÓN EUROPEA EN LA ENCRUCIJADA.jpg,,0.9,,,,
no_match,0.0,,La-batalla-contra-la-pobreza-y-la-desigualdad.jpg,LA BATALLA CONTRA LA POBREZA Y LA DESIGUALDAD,José Antonio de Aguirre,,,,, Unión Editorial\Cuadernos Liberales\La-batalla-contra-la-pobreza-y-la-desigualdad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Cuadernos Liberales\La-batalla-contra-la-pobreza-y-la-desigualdad.jpg,,0.9,,,,
