filename,rel_path,abs_path,title,subtitle,author,publisher,language,confidence,is_book_cover,notes,ok,error,model
_La teoría de la Explotación - Bawerk.jpg, Unión Editorial\Biblioteca Austriaca\_La teoría de la Explotación - Bawerk.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\_La teoría de la Explotación - Bawerk.jpg,La teoría de la explotación,,Eugen von Böhm-Bawerk; Joaquín Reig Albiol,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
"_Valor, capital e interés - Bawerk.jpg"," Unión Editorial\Biblioteca Austriaca\_Valor, capital e interés - Bawerk.jpg","D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\_Valor, capital e interés - Bawerk.jpg","Valor, capital, interés",EL MANUSCRITO DE 1876,Eugen von Böhm-Bawerk; José Antonio de Aguirre,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Antropología filosófica cristiana y economía de mercado.jpg, Unión Editorial\Biblioteca Austriaca\Antropología filosófica cristiana y economía de mercado.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Antropología filosófica cristiana y economía de mercado.jpg,Antropología filosófica cristiana y economía de mercado,,Gabriel J. Zanotti,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Conocimiento Vs. Información - Gabriel Zanotti.jpg, Unión Editorial\Biblioteca Austriaca\Conocimiento Vs. Información - Gabriel Zanotti.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Conocimiento Vs. Información - Gabriel Zanotti.jpg,Conocimiento versus Información,Prólogo de Adrián O. Ravier,Gabriel J. Zanotti,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
El fin de la economía - Sergio Ricossa.jpg, Unión Editorial\Biblioteca Austriaca\El fin de la economía - Sergio Ricossa.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\El fin de la economía - Sergio Ricossa.jpg,El fin de la economía,[ENSAYO SOBRE LA PERFECCIÓN],Sergio Riccosa,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
El orden sin plan - Lorenzo Infantino.jpg, Unión Editorial\Biblioteca Austriaca\El orden sin plan - Lorenzo Infantino.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\El orden sin plan - Lorenzo Infantino.jpg,El orden sin plan,LAS RAZONES DEL INDIVIDUALISMO METODOLÓGICO,Lorenzo Infantino,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Ignorancia y Libertad - Lorenzo Infantino.jpg, Unión Editorial\Biblioteca Austriaca\Ignorancia y Libertad - Lorenzo Infantino.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Ignorancia y Libertad - Lorenzo Infantino.jpg,Ignorancia y libertad,,Lorenzo Infantino,Unión Editorial,es,1.0,True,,True,,gpt-4o-mini
Karl Popper_ Revisión de su legdo.jpg, Unión Editorial\Biblioteca Austriaca\Karl Popper_ Revisión de su legdo.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\Karl Popper_ Revisión de su legdo.jpg,Karl R. Popper: Revisión de su legado,,Wenceslao J. González,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
la escuela austriaca desde adentro ..jpg, Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro ..jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro ..jpg,La Escuela Austriaca desde adentro,[HISTORIAS E IDEAS DE SUS PENSADORES] Volumen 1,Adrián O. Ravier,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
la escuela austriaca desde adentro.jpg, Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\la escuela austriaca desde adentro.jpg,La Escuela Austriaca desde adentro,[HISTORIAS E IDEAS DE SUS PENSADORES] Volumen II,Adrián O. Ravier,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
La globalización como orden espontáneo - Adrián Ravier.jpg, Unión Editorial\Biblioteca Austriaca\La globalización como orden espontáneo - Adrián Ravier.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\La globalización como orden espontáneo - Adrián Ravier.jpg,La globalización como orden espontáneo,Prólogo de Lorenzo Infantino,Adrián O. Ravier,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
La Viena de Popper - Dario Antiseri.jpg, Unión Editorial\Biblioteca Austriaca\La Viena de Popper - Dario Antiseri.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca Austriaca\La Viena de Popper - Dario Antiseri.jpg,La Viena de Popper,,Dario Antiseri,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
ATLAS-DEL-LIBERALISMO.jpg, Unión Editorial\Biblioteca de la Libertad\ATLAS-DEL-LIBERALISMO.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\ATLAS-DEL-LIBERALISMO.jpg,ATLAS DEL LIBERALISMO,,Raimondo Cubeddu,UNIÓN EDITORIAL,es,0.9,True,,True,,gpt-4o-mini
Cinco pensadores liberales - Julio H. Cole.jpg, Unión Editorial\Biblioteca de la Libertad\Cinco pensadores liberales - Julio H. Cole.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Cinco pensadores liberales - Julio H. Cole.jpg,CINCO PENSADORES LIBERALES,,Julio H. Cole,Unión Editorial,es,0.9,True,El subtítulo no es claramente visible.,True,,gpt-4o-mini
Debates-economicos-en-tiempos-de-crisis.jpg, Unión Editorial\Biblioteca de la Libertad\Debates-economicos-en-tiempos-de-crisis.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Debates-economicos-en-tiempos-de-crisis.jpg,Debates económicos en tiempos de crisis,La Conferencia Monetaria de Londres y América Latina,Ángel Soto; Paulo Roberto de Almeida; Carolina Cerrano; Sebastián Edwards; Fabián Herrera; Carlos Newland; José A. Sánchez Román,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
DESARROLLO-Y-CALIDAD-DE-VIDA.jpg, Unión Editorial\Biblioteca de la Libertad\DESARROLLO-Y-CALIDAD-DE-VIDA.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\DESARROLLO-Y-CALIDAD-DE-VIDA.jpg,DESARROLLO,Y CALIDAD DE VIDA,CARLOS SABINO; Manuel F. Ayau Córdoba,UNIVERSIDAD FRANCISCO MARROQUÍN,es,0.9,True,,True,,gpt-4o-mini
El liberalismo económico en 10 en principios.jpg, Unión Editorial\Biblioteca de la Libertad\El liberalismo económico en 10 en principios.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\El liberalismo económico en 10 en principios.jpg,EL LIBERALISMO ECONÓMICO,EN 10 PRINCIPIOS,Iván Carrino; Gloria Álvarez,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
EL-GENIO-DE-OCCIDENTE.jpg, Unión Editorial\Biblioteca de la Libertad\EL-GENIO-DE-OCCIDENTE.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\EL-GENIO-DE-OCCIDENTE.jpg,EL GENIO DE OCCIDENTE,[Raíces clásicas y cristianas de la civilización occidental],LOUIS ROUGIER; Presentación de F.A. Hayek,UNIÓN EDITORIAL,es,0.9,True,,True,,gpt-4o-mini
EN DESEQUILIBRIO.jpeg, Unión Editorial\Biblioteca de la Libertad\EN DESEQUILIBRIO.jpeg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\EN DESEQUILIBRIO.jpeg,EN DESEQUILIBRIO,Ensayos sobre procesos de mercado,IVO A. SARJANOVIC,Unión Editorial,es,1.0,True,,True,,gpt-4o-mini
LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg, Unión Editorial\Biblioteca de la Libertad\LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO 2A. EDICIÓN.jpg,LA FIGURA EMPRESARIAL EN EL PENSAMIENTO ECONÓMICO,Una aproximación histórica,MARÍA CLARA D. PÉREZ VILA,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
La Inteligencia del Dinero.jpg, Unión Editorial\Biblioteca de la Libertad\La Inteligencia del Dinero.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La Inteligencia del Dinero.jpg,LA INTELIGENCIA DEL DINERO,Por qué el mercado también es apropiado cuando se equivoca,ALBERTO MINGARDI,Libertad Editorial,es,0.9,True,,True,,gpt-4o-mini
La Libre Empresa - Francisco Pérez de Anton.jpg, Unión Editorial\Biblioteca de la Libertad\La Libre Empresa - Francisco Pérez de Anton.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La Libre Empresa - Francisco Pérez de Anton.jpg,LA LIBRE EMPRESA,"Una introducción a sus fundamentos morales, jurídicos y económicos",FRANCISCO PÉREZ DE ANTÓN,UNIVERSIDAD FRANCISCO MARROQUÍN; UNIÓN EDITORIAL,es,0.9,True,,True,,gpt-4o-mini
La metodología del análisis económico.jpg, Unión Editorial\Biblioteca de la Libertad\La metodología del análisis económico.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\La metodología del análisis económico.jpg,LA METODOLOGÍA DEL ANÁLISIS ECONÓMICO,y otros ensayos,Julio H. Cole,UNIVERSIDAD FRANC/SCO MARROQUÍN UNIÓN EDITORIAL,es,0.9,True,,True,,gpt-4o-mini
Sentido Liberal - Héctor Ñaupari.jpg, Unión Editorial\Biblioteca de la Libertad\Sentido Liberal - Héctor Ñaupari.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Biblioteca de la Libertad\Sentido Liberal - Héctor Ñaupari.jpg,SENTIDO LIBERAL,El urgente sendero de la Libertad,HÉCTOR NAUPARI,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
_ensayos-de-teoria-economica-volumen-i.jpg, Unión Editorial\Clásicos de la Libertad\_ensayos-de-teoria-economica-volumen-i.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Clásicos de la Libertad\_ensayos-de-teoria-economica-volumen-i.jpg,Ensayos de teoría económica,Volumen I,Eugen von Böhm-Bawerk,UNIÓN EDITORIAL,es,0.9,True,,True,,gpt-4o-mini
Guia-de-la-Libertad-para-principiantes.jpg, Unión Editorial\Colección Avance\Guia-de-la-Libertad-para-principiantes.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección Avance\Guia-de-la-Libertad-para-principiantes.jpg,GUÍA DE LA LIBERTAD PARA PRINCIPIANTES,,RICHARD WELLINGS (Ed.),Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
71RQGIcbh-L._SY466_.jpg, Unión Editorial\Colección La Antorcha\71RQGIcbh-L._SY466_.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\71RQGIcbh-L._SY466_.jpg,LA DEMOCRACIA INDIVIDUALISTA,,YVES GUYOT,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
como-se-razona-en-filosofia.jpg, Unión Editorial\Colección La Antorcha\como-se-razona-en-filosofia.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\como-se-razona-en-filosofia.jpg,CÓMO SE RAZONA EN FILOSOFÍA,POR QUÉ Y CÓMO ENSEÑAR HISTORIA DE LA FILOSOFÍA,DARIO ANTISERI,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
El-amanecer-de-la-libertad.jpg, Unión Editorial\Colección La Antorcha\El-amanecer-de-la-libertad.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\El-amanecer-de-la-libertad.jpg,EL AMANECER DE LA LIBERTAD,LA INDEPENDENCIA DE AMÉRICA LATINA,CARLOS SABINO,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
EL-ESTADO-MODERNO-2.jpg, Unión Editorial\Colección La Antorcha\EL-ESTADO-MODERNO-2.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\EL-ESTADO-MODERNO-2.jpg,EL ESTADO MODERNO,léxico y exploraciones,Nicola Matteucci,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg, Unión Editorial\Colección La Antorcha\lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\lecciones-de-historia-del-pensamiento-politico-volumen-ii.jpg,Lecciones de historia del pensamiento político,VOLÚMEN II. EL CARÁCTER DEL ESTADO EUROPEO MODERNO,MICHAEL OAKESHOTT; Francisco Javier López Atanes,Union Editorial,es,0.9,True,,True,,gpt-4o-mini
leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg, Unión Editorial\Colección La Antorcha\leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\leo-strauss-sobre-cristianismo-liberalismo-y-economia-1.jpg,"Leo Strauss sobre Cristianismo, Liberalismo y Economía",,Raimondo Cubeddu,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
Organizaciones.jpg, Unión Editorial\Colección La Antorcha\Organizaciones.jpg,D:\Documentos\Acracia\Biblioteca Acracia\  😬 Libros FALTANTES\ Unión Editorial\Colección La Antorcha\Organizaciones.jpg,ORGANIZACIONES,"CULTURAS, MODELOS, GOBERNANZA",ANTONIO COCOZZA,Unión Editorial,es,0.9,True,,True,,gpt-4o-mini
